Country,AccentCity,Population,Latitude,Longitude
Czech Republic,Otrokovice,19303,49.207366,17.523862
Czech Republic,Pacov,5210,49.471272,15.004092
Czech Republic,Palkovice,2590,49.628455,18.302271
Czech Republic,Pardubice,90853,50.027778,15.775833
Czech Republic,Paskov,3704,49.733452,18.290601
Czech Republic,Pecky,4386,50.090851,15.030752
Czech Republic,Pelhrimov,16590,49.428201,15.223368
Czech Republic,Peruc,2058,50.342619,13.960352
Czech Republic,Petrovice u Karvine,4499,49.898572,18.532976
Czech Republic,Petrvald,6785,49.828425,18.390542
Czech Republic,Pisek,29756,49.308408,14.149171
Czech Republic,Plana nad Luznici,3027,49.344926,14.713605
Czech Republic,Plana,5377,49.867527,12.74151
Czech Republic,Plasy,2610,49.931803,13.382054
Czech Republic,Plesna,1972,50.217447,12.349792
Czech Republic,Plumlov,2259,49.466667,17.016667
Czech Republic,Plzen,165531,49.75,13.366667
Czech Republic,Pocatky,2743,49.261044,15.238458
Czech Republic,Podborany,6082,50.226883,13.409585
Czech Republic,Podebrady,13445,50.147421,15.118661
Czech Republic,Podivin,2876,48.829387,16.849737
Czech Republic,Pohorelice,4345,48.983333,16.516667
Czech Republic,Polesovice,1980,49.033464,17.342672
Czech Republic,Police nad Metuji,4377,50.538067,16.234725
Czech Republic,Policka,9149,49.715579,16.268436
Czech Republic,Polna,4849,49.487442,15.716744
Czech Republic,Postoloprty,4812,50.359982,13.696013
Czech Republic,Postrelmov,3222,49.910957,16.916429
Czech Republic,Povrly,2099,50.673057,14.160202
Czech Republic,Pozorice,1968,49.210654,16.791883
Czech Republic,Prachatice,11825,49.014417,13.999526
Czech Republic,Prague,1154508,50.083333,14.466667
Czech Republic,Prelouc,9106,50.038042,15.560284
Czech Republic,Prerov,48513,49.453926,17.452379
Czech Republic,Prestice,6426,49.574825,13.328597
Czech Republic,Pribor,8720,49.640482,18.150476
Czech Republic,Pribram,35963,49.691355,14.020575
Czech Republic,Pribyslav,3965,49.57721,15.738639
Czech Republic,Probostov,2229,50.666667,13.833333
Czech Republic,Prosec,2089,49.807075,16.116531
Czech Republic,Prostejov,48258,49.47333,17.113455
Czech Republic,Protivin,4926,49.201066,14.214535
Czech Republic,Pruhonice,2008,50.001471,14.559534
Czech Republic,Prusanky,2087,48.828992,16.983727
Czech Republic,Rajec-Jestrebi,3548,49.416667,16.633333
Czech Republic,Rajhrad,2703,49.087673,16.604472
Czech Republic,Rakovnik,16725,50.10257,13.728775
Czech Republic,Rakvice,2066,48.856971,16.814168
Czech Republic,Rapotin,2887,49.983333,17.016667
Czech Republic,Raspenava,2835,50.899712,15.133397
Czech Republic,Ratiskovice,4032,48.918075,17.162063
Czech Republic,Revnice,3047,49.913114,14.240644
Czech Republic,Ricany,10928,49.992672,14.658531
Czech Republic,Rohatec,3358,48.933333,17.166667
Czech Republic,Rokycany,14295,49.74047,13.592556
Czech Republic,Rokytnice nad Jizerou,3373,50.72763,15.445253
Czech Republic,Rosice,5276,49.181825,16.393079
Czech Republic,Rotava,3431,50.297435,12.573072
Czech Republic,Roudnice,13114,50.421241,14.257235
Czech Republic,Rousinov,4903,49.82358,14.813137
Czech Republic,Rozmital pod Tremsinem,4491,49.607461,13.8706
Czech Republic,Roznov,17964,49.4606,18.136664
Czech Republic,Roztoky,5910,50.161771,14.392392
Czech Republic,Rtyne v Podkrkonosi,3040,50.506405,16.069229
Czech Republic,Ruda nad Moravou,2464,49.981072,16.877622
Czech Republic,Rudna,3170,50.032859,14.225905
Czech Republic,Rudnik,2178,50.608353,15.737229
Czech Republic,Rudolfov,2377,48.989583,14.542241
Czech Republic,Rumburk,11000,50.953564,14.553788
Czech Republic,Rychnov nad Kneznou,11721,50.166667,16.283333
Czech Republic,Rychvald,6743,49.868333,18.375828
Czech Republic,Sadska,3153,50.136909,14.985015
Czech Republic,Sardice,2189,48.963116,17.03136
Czech Republic,Sazava,3843,49.870565,14.895367
Czech Republic,Sedlcany,8088,49.65885,14.423418
Czech Republic,Semily,9247,50.602889,15.33768
Czech Republic,Senov,5385,49.790917,18.375858
Czech Republic,Sezemice,2995,50.066321,15.850651
Czech Republic,Sezimovo Usti,7455,49.377523,14.702868
Czech Republic,Sitborice,1940,49.014957,16.777808
Czech Republic,Skutec,5322,49.842468,15.994781
Czech Republic,Slany,15330,50.232504,14.074934
Czech Republic,Slapanice,6190,49.165352,16.725835
Czech Republic,Slatinany,3957,49.918333,15.815192
Czech Republic,Slavicin,7127,49.087973,17.879764
Czech Republic,Slavkov u Brna,5858,49.153157,16.879558
Czech Republic,Slavonice,2703,48.998229,15.350296
Czech Republic,Sluknov,5630,51.004656,14.453761
Czech Republic,Slusovice,2972,49.250592,17.79852
Czech Republic,Smirice,3131,50.300086,15.865792
Czech Republic,Smrzovka,3415,50.735331,15.244694
Czech Republic,Sobeslav,7252,49.259093,14.718653
Czech Republic,Sobotin,2502,50.016667,17.1
Czech Republic,Sobotka,2279,50.467115,15.175501
Czech Republic,Sokolov,25079,50.178428,12.647147
Czech Republic,Solnice,2076,50.203468,16.238854
Czech Republic,Spalene Porici,2501,49.612487,13.605553
Czech Republic,Stankov,3053,49.552243,13.06993
Czech Republic,Stara Paka,2015,50.510833,15.49
Czech Republic,Stara Ves nad Ondrejnici,2439,49.726075,18.19404
Czech Republic,Stare Mesto,2137,50.161224,16.946342
Czech Republic,Stare Mesto,6661,49.076493,17.437993
Czech Republic,Stary Jicin,2400,49.577494,17.961908
Czech Republic,Stary Plzenec,4225,49.694596,13.474666
Czech Republic,Stepankovice,3030,49.957387,18.03714
Czech Republic,Stepanov,3316,50.162384,16.917024
Czech Republic,Sternberk,14130,49.726551,17.292981
Czech Republic,Steti,9152,50.453141,14.378383
Czech Republic,Stity,2021,49.961908,16.763931
Czech Republic,Stochov,5563,50.139507,13.965953
Czech Republic,Stod,3429,49.639961,13.16422
Czech Republic,Strakonice,23863,49.260997,13.905073
Czech Republic,Stramberk,3395,49.590958,18.117846
Czech Republic,Strani,3831,48.905327,17.705316
Czech Republic,Strasice,2456,49.735474,13.757592
Czech Republic,Straznice,5960,48.898948,17.311932
Czech Republic,Straz pod Ralskem,4010,50.698886,14.794952
Czech Republic,Strelice,2527,49.15342,16.500263
Czech Republic,Stribro,7748,49.754845,12.995478
Czech Republic,Studena,2482,49.187082,15.28649
Czech Republic,Studenka,10503,49.719889,18.074529
Czech Republic,Suchdol nad Luznici,3628,48.89419,14.878038
Czech Republic,Sumperk,29604,49.965811,16.978874
Czech Republic,Susice,11452,49.237292,13.523972
Czech Republic,Svetla nad Sazavou,7158,49.667892,15.402449
Czech Republic,Svitavy,17625,49.755945,16.466791
Czech Republic,Svoboda nad Upou,2249,50.623117,15.817125
Czech Republic,Tabor,36546,49.411005,14.672771
Czech Republic,Tachov,12684,49.798116,12.635752
Czech Republic,Tanvald,6971,50.740333,15.274131
Czech Republic,Telc,6028,49.18228,15.458117
Czech Republic,Tepla,3085,49.979968,12.864322
Czech Republic,Teplice,50972,50.646569,13.840138
Czech Republic,Terezin,2916,50.510696,14.149776
Czech Republic,Terlicko,4110,49.752945,18.482957
Czech Republic,Tisnov,8279,49.347502,16.425956
Czech Republic,Tlucna,2307,49.724768,13.239043
Czech Republic,Tlumacov,2393,49.252762,17.500987
Czech Republic,Touzim,3779,50.055655,12.990823
Czech Republic,Tovacov,2656,49.430834,17.287735
Czech Republic,Trebechovice pod Orebem,5406,50.201595,15.988212
Czech Republic,Trebic,39038,49.210649,15.881458
Czech Republic,Trebon,8968,49.005636,14.763256
Czech Republic,Tremosna,4605,49.82666,13.391741
Czech Republic,Tremosnice,3390,49.870259,15.577777
Czech Republic,Trhove Sviny,4596,48.841687,14.638371
Czech Republic,Trinec,39054,49.680358,18.665348
Czech Republic,Trmice,2678,50.642224,14.001877
Czech Republic,Trojanovice,2054,49.515596,18.233463
Czech Republic,Troubky,1980,49.429764,17.347977
Czech Republic,Trutnov,32085,50.565612,15.914355
Czech Republic,Tuchlovice,2211,50.136983,13.990812
Czech Republic,Turnov,14500,50.592134,15.164575
Czech Republic,Tvrdonice,2059,48.76088,16.992502
Czech Republic,Tynec nad Sazavou,5374,49.827817,14.598529
Czech Republic,Tyniste nad Orlici,6259,50.152992,16.076118
Czech Republic,Tyn nad Vltavou,8100,49.225516,14.418562
Czech Republic,Uherske Hradiste,26954,49.066667,17.463943
Czech Republic,Uhersky Brod,17625,49.025539,17.646646
Czech Republic,Uhersky Ostroh,4499,48.98866,17.394875
Czech Republic,Uhlirske Janovice,3172,49.881494,15.064461
Czech Republic,Unicov,12474,49.772259,17.122268
Czech Republic,Upice,5906,50.512965,16.016914
Czech Republic,Ustek,2649,50.58494,14.345113
Czech Republic,Usti nad Orlici,15194,49.975283,16.397151
Czech Republic,Usti,95556,50.666667,14.033333
Czech Republic,Uvaly,4834,50.073111,14.725905
Czech Republic,Vacenovice,2075,48.948027,17.174783
Czech Republic,Valasska Bystrice,2172,49.414654,18.109637
Czech Republic,Valasske Klobouky,5168,49.143456,18.01618
Czech Republic,Valasske Mezirici,27562,49.473211,17.972378
Czech Republic,Valtice,3616,48.741812,16.757793
Czech Republic,Vamberk,4794,50.117637,16.293932
Czech Republic,Varnsdorf,16018,50.915389,14.617839
Czech Republic,Vejprnice,2509,49.73007,13.277113
Czech Republic,Vejprty,3320,50.49575,13.033892
Czech Republic,Velesin,4006,48.83049,14.463114
Czech Republic,Velim,2046,50.061389,15.101479
Czech Republic,Velka Bites,4868,49.28905,16.227124
Czech Republic,Velka Bystrice,2857,49.594408,17.360232
Czech Republic,Velka nad Velickou,3216,48.883333,17.533333
Czech Republic,Velke Bilovice,3785,48.849474,16.89145
Czech Republic,Velke Hamry,2709,50.717417,15.296648
Czech Republic,Velke Karlovice,2664,49.36405,18.3069
Czech Republic,Velke Losiny,2878,50.043327,17.053093
Czech Republic,Velke Mezirici,11795,49.355442,16.01449
Czech Republic,Velke Opatovice,4176,49.613217,16.676185
Czech Republic,Velke Pavlovice,3089,48.902269,16.814891
Czech Republic,Velke Porici,2272,50.458755,16.192494
Czech Republic,Velky Osek,2188,50.100358,15.192194
Czech Republic,Velky Senov,2004,50.992377,14.382757
Czech Republic,Velky Tynec,2114,49.551547,17.335117
Czech Republic,Velvary,3001,50.281733,14.24153
Czech Republic,Vendryne,3827,49.655127,18.699643
Czech Republic,Verovice,1934,49.538936,18.119879
Czech Republic,Veseli nad Luznici,6606,49.184951,14.698235
Czech Republic,Veseli nad Moravou,12245,48.950888,17.382144
Czech Republic,Vetrni,3756,48.77493,14.287545
Czech Republic,Veverska Bityska,2779,49.275743,16.436621
Czech Republic,Vikyrovice,2014,49.983333,17.016667
Czech Republic,Vimperk,8237,49.056271,13.785015
Czech Republic,Vitkov,6312,49.775114,17.752379
Czech Republic,Vizovice,4481,49.221403,17.853332
Czech Republic,Vlasim,12350,49.703603,14.899412
Czech Republic,Vlcnov,3016,49.580239,17.952866
Czech Republic,Vnorovy,3065,48.929189,17.350493
Czech Republic,Vodnany,6546,49.147394,14.170186
Czech Republic,Volary,4047,48.91039,13.889017
Czech Republic,Volyne,3177,50.448742,13.211491
Czech Republic,Votice,4599,49.639484,14.640219
Czech Republic,Vracov,4514,48.974388,17.21088
Czech Republic,Vranovice,1918,48.966667,16.6
Czech Republic,Vratimov,6431,49.768571,18.315002
Czech Republic,Vrbno pod Pradedem,6220,50.121807,17.379478
Czech Republic,Vrchlabi,13155,50.624091,15.61315
Czech Republic,Vrdy,3049,49.920754,15.471089
Czech Republic,Vresina,2328,49.946431,18.191672
Czech Republic,Vsetaty,2001,50.28187,14.592122
Czech Republic,Vsetin,29302,49.341899,17.983582
Czech Republic,Vyskov,22549,49.278302,17.002565
Czech Republic,Vysoke Myto,12173,49.953254,16.154723
Czech Republic,Vyssi Brod,2547,48.617733,14.31264
Czech Republic,Zabreh,14574,49.884404,16.873092
Czech Republic,Zacler,3617,50.65811,15.908241
Czech Republic,Zakupy,2582,50.68491,14.646469
Czech Republic,Zamberk,6128,50.086091,16.463802
Czech Republic,Zasova,2738,49.476432,18.044408
Czech Republic,Zastavka,2350,49.2,16.366667
Czech Republic,Zatec,19961,50.326309,13.544673
Czech Republic,Zbiroh,2582,49.8565,13.769114
Czech Republic,Zbysov,3925,49.130834,16.806276
Czech Republic,Zdanice,2731,49.067259,17.0284
Czech Republic,Zdice,3936,49.914201,13.976926
Czech Republic,Zdounky,2018,49.229255,17.314168
Czech Republic,Zelezna Ruda,2009,49.137768,13.232492
Czech Republic,Zelezny Brod,6516,50.645106,15.255259
Czech Republic,Zidlochovice,3075,49.038068,16.614826
Czech Republic,Zirovnice,3043,49.252133,15.188454
Czech Republic,Zlate Hory,4489,50.260746,17.395136
Czech Republic,Zlin,81066,49.216667,17.666667
Czech Republic,Zliv,3679,49.066667,14.366667
Czech Republic,Zlonice,2261,50.286003,14.091592
Czech Republic,Zlutice,2854,50.090704,13.162844
Czech Republic,Znojmo,35791,48.856116,16.056412
Czech Republic,Zruc nad Sazavou,5175,49.744364,15.103751
Germany,Aachen,251104,50.770833,6.105278
Germany,Aalen,67593,48.833333,10.1
Germany,Abensberg,12543,48.816667,11.85
Germany,Achern,24272,48.633333,8.066667
Germany,Achim,30117,53.033333,9.016667
Germany,Adendorf,9917,53.283333,10.45
Germany,Aerzen,12114,52.033333,9.266667
Germany,Ahaus,38932,52.066667,7
Germany,Ahlen,55112,51.75,7.916667
Germany,Ahrensburg,30797,53.683333,10.25
Germany,Aichach,20935,48.466667,11.133333
Germany,Ainring,9852,47.816667,12.95
Germany,Aken,9350,51.85,12.05
Germany,Albstadt,47064,48.25,9.016667
Germany,Aldenhoven,14335,50.9,6.283333
Germany,Alfeld,21258,51.983333,9.833333
Germany,Alfter,22028,50.733333,7.016667
Germany,Alpen,12970,51.583333,6.516667
Germany,Alsdorf,46558,50.883333,6.166667
Germany,Alsfeld,17968,50.75,9.266667
Germany,Altdorf,11709,48.15,12.183333
Germany,Altena,20641,51.3,7.666667
Germany,Altenburg,38338,50.983333,12.45
Germany,Altenholz,9721,54.4,10.133333
Germany,Altenstadt,12388,50.283333,8.95
Germany,Altensteig,11122,48.583333,8.6
Germany,Altötting,12998,48.233333,12.683333
Germany,Altusried,10084,47.8,10.216667
Germany,Alzenau,19083,50.083333,9.066667
Germany,Alzey,17945,49.751667,8.116111
Germany,Amberg,44873,49.441389,11.862222
Germany,Andernach,29089,50.433333,7.4
Germany,Angermünde,18200,53.033333,14
Germany,Anklam,14533,53.866667,13.7
Germany,Annaberg-Buchholz,22849,50.566667,13
Germany,Anröchte,10981,51.566667,8.333333
Germany,Ansbach,40822,49.3,10.583333
Germany,Apen,11093,53.216667,7.8
Germany,Apolda,24380,51.016667,11.5
Germany,Arnsberg,77415,51.383333,8.083333
Germany,Arnstadt,25995,50.833333,10.95
Germany,Aschaffenburg,69248,49.973889,9.149167
Germany,Ascheberg,15327,51.783333,7.616667
Germany,Aschersleben,24569,51.75,11.466667
Germany,Asperg,12627,48.9,9.116667
Germany,Attendorn,25014,51.116667,7.9
Germany,Aue,18630,50.583333,12.7
Germany,Auerbach,25430,50.516667,12.4
Germany,Augsburg,261842,48.366667,10.883333
Germany,Augustdorf,10275,51.9,8.733333
Germany,Aurich,40987,53.466667,7.483333
Germany,Babenhausen,16551,49.966667,8.957778
Germany,Backnang,36477,48.95,9.433333
Germany,Bad Aibling,17926,47.866667,12
Germany,Bad Bentheim,15436,52.316667,7.166667
Germany,Bad Berleburg,20830,51.05,8.4
Germany,Bad Bevensen,8808,53.083333,10.583333
Germany,Bad Bramstedt,13303,53.916667,9.883333
Germany,Bad Camberg,13920,50.3,8.266667
Germany,Bad Doberan,11373,54.1,11.9
Germany,Bad Driburg,19743,51.733333,9.016667
Germany,Bad Dürkheim,18751,49.468611,8.166389
Germany,Bad Dürrenberg,11587,51.3,12.066667
Germany,Bad Dürrheim,12668,48.016667,8.533333
Germany,Bad Ems,9468,50.333333,7.716667
Germany,Baden-Baden,54802,48.75,8.25
Germany,Bad Essen,15858,52.316667,8.333333
Germany,Bad Frankenhausen,9102,51.35,11.1
Germany,Bad Freienwalde,15108,52.783333,14.033333
Germany,Bad Gandersheim,11100,51.866667,10.033333
Germany,Bad Harzburg,22670,51.883333,10.566667
Germany,Bad Hersfeld,30630,50.866667,9.7
Germany,Bad Homburg,51923,50.216667,8.616667
Germany,Bad Iburg,11790,52.15,8.05
Germany,Bad Kissingen,21527,50.2,10.083333
Germany,Bad Kreuznach,43317,49.833333,7.866667
Germany,Bad Krozingen,16051,47.916272,7.700622
Germany,Bad Laasphe,15268,50.933333,8.4
Germany,Bad Laer,9514,52.1,8.083333
Germany,Bad Langensalza,20144,51.1,10.65
Germany,Bad Lauterberg,11813,51.65,10.466667
Germany,Bad Liebenwerda,10880,51.516667,13.4
Germany,Bad Liebenzell,9665,48.766667,8.733333
Germany,Bad Lippspringe,15054,51.783333,8.816667
Germany,Bad Mergentheim,22072,49.4925,9.773611
Germany,Bad Münder,18692,52.2,9.466667
Germany,Bad Münstereifel,19166,50.55,6.766667
Germany,Bad Nauheim,30369,50.366667,8.75
Germany,Bad Nenndorf,10323,52.333333,9.366667
Germany,Bad Neuenahr-Ahrweiler,27972,50.55,7.1
Germany,Bad Neustadt,16268,50.333333,10.216667
Germany,Bad Oeynhausen,49698,52.2,8.8
Germany,Bad Oldesloe,23982,53.816667,10.383333
Germany,Bad Orb,10051,50.216667,9.35
Germany,Bad Pyrmont,21741,51.983333,9.25
Germany,Bad Rappenau,20868,49.240556,9.1025
Germany,Bad Reichenhall,16823,47.733333,12.883333
Germany,Bad Sachsa,8245,51.6,10.55
Germany,Bad Säckingen,16483,47.55,7.95
Germany,Bad Salzdetfurth,14590,52.05,10
Germany,Bad Salzuflen,55348,52.083333,8.766667
Germany,Bad Salzungen,16610,50.816667,10.233333
Germany,Bad Sassendorf,11552,51.583333,8.166667
Germany,Bad Schwalbach,11259,50.133333,8.066667
Germany,Bad Schwartau,20052,53.916667,10.7
Germany,Bad Segeberg,16097,53.933333,10.316667
Germany,Bad Soden,21418,50.133333,8.5
Germany,Bad Soden-Salmünster,13960,50.283333,9.366667
Germany,Bad Sooden-Allendorf,8955,51.283333,9.983333
Germany,Bad Tölz,17378,47.766667,11.566667
Germany,Bad Urach,13007,48.5,9.4
Germany,Bad Vilbel,30933,50.183333,8.75
Germany,Bad Waldsee,19749,47.916667,9.766667
Germany,Bad Wildbad,11411,48.75,8.55
Germany,Bad Wildungen,18078,51.116667,9.116667
Germany,Bad Windsheim,12033,49.5,10.416667
Germany,Bad Wörishofen,13922,48.016667,10.6
Germany,Bad Wurzach,14288,47.9,9.9
Germany,Bad Zwischenahn,26641,53.183333,8
Germany,Baesweiler,27865,50.9,6.183333
Germany,Baiersbronn,16156,48.5,8.383333
Germany,Balingen,34680,48.283333,8.85
Germany,Balve,12288,51.333333,7.866667
Germany,Bamberg,70471,49.866667,10.866667
Germany,Bargteheide,14123,53.733333,10.266667
Germany,Barmstedt,9558,53.783333,9.766667
Germany,Barntrup,9666,51.983333,9.116667
Germany,Barsbüttel,12395,53.566667,10.166667
Germany,Barsinghausen,34322,52.3,9.45
Germany,Barth,9344,54.366667,12.733333
Germany,Bassum,16204,52.85,8.733333
Germany,Baunatal,28338,51.25,9.416667
Germany,Bautzen,41606,51.183333,14.433333
Germany,Bayreuth,74840,49.948056,11.578333
Germany,Bebra,14798,50.966667,9.8
Germany,Beckingen,15959,49.4,6.7
Germany,Beckum,37914,51.75,8.033333
Germany,Bedburg,25224,51,6.583333
Germany,Beeskow,8547,52.166667,14.25
Germany,Belm,14073,52.3,8.133333
Germany,Bendorf,17224,50.433333,7.566667
Germany,Bensheim,39450,49.680278,8.616111
Germany,Bergen,13586,52.816667,9.966667
Germany,Bergen,14621,54.416667,13.433333
Germany,Bergheim,64082,50.966667,6.65
Germany,Bergisch Gladbach,106611,50.983333,7.133333
Germany,Bergkamen,52670,51.633333,7.633333
Germany,Bergneustadt,20865,51.033333,7.65
Germany,Berlin,3398362,52.516667,13.4
Germany,Bernau,33481,52.666667,13.583333
Germany,Bernburg,32859,51.8,11.733333
Germany,Besigheim,11667,48.983333,9.133333
Germany,Bestwig,11819,51.366667,8.4
Germany,Betzdorf,10615,50.783333,7.883333
Germany,Beverungen,15230,51.666667,9.366667
Germany,Bexbach,19372,49.333333,7.266667
Germany,Biberach,32501,48.1,9.8
Germany,Biblis,8824,49.691667,8.458611
Germany,Biedenkopf,13736,50.916667,8.533333
Germany,Bielefeld,327198,52.033333,8.533333
Germany,Bietigheim-Bissingen,41979,48.966667,9.133333
Germany,Billerbeck,11578,51.966667,7.3
Germany,Bingen,24844,49.966667,7.9
Germany,Birkenau,10406,49.5625,8.706944
Germany,Birkenfeld,10444,48.866667,8.633333
Germany,Bischofsheim,12114,49.993889,8.367222
Germany,Bischofswerda,13577,51.116667,14.183333
Germany,Bissendorf,14431,52.233333,8.166667
Germany,Bitburg,13154,49.966667,6.533333
Germany,Bitterfeld,15486,51.616667,12.316667
Germany,Blankenburg,15887,51.783333,10.95
Germany,Blaubeuren,11900,48.4,9.783333
Germany,Blieskastel,22938,49.233333,7.25
Germany,Blomberg,17295,51.933333,9.083333
Germany,Blumberg,10666,47.833333,8.533333
Germany,Bobenheim-Roxheim,10129,49.5875,8.357778
Germany,Bobingen,16595,48.266667,10.833333
Germany,Böblingen,46830,48.683333,9.016667
Germany,Bocholt,73872,51.833333,6.6
Germany,Bochum,387061,51.483333,7.216667
Germany,Bockenem,11328,52.016667,10.133333
Germany,Bogen,10458,48.916667,12.683333
Germany,Böhl-Iggelheim,10694,49.380556,8.303889
Germany,Bohmte,13432,52.366667,8.316667
Germany,Boizenburg,10634,53.383333,10.716667
Germany,Bönen,18950,51.6,7.766667
Germany,Bonn,314081,50.733333,7.1
Germany,Bopfingen,12669,48.85,10.35
Germany,Boppard,16606,50.233333,7.6
Germany,Borgentreich,9813,51.566667,9.25
Germany,Borken,13656,51.05,9.283333
Germany,Borken,41179,51.85,6.866667
Germany,Borna,18504,51.116667,12.5
Germany,Bornheim,49126,50.766667,7
Germany,Bottrop,120829,51.516667,6.916667
Germany,Bovenden,13376,51.583333,9.933333
Germany,Brackenheim,15031,49.079722,9.065
Germany,Brake,16199,53.333333,8.483333
Germany,Brakel,17782,51.716667,9.183333
Germany,Bramsche,28773,52.4,7.983333
Germany,Brandenburg,75507,52.416667,12.55
Germany,Brand-Erbisdorf,12098,50.866667,13.333333
Germany,Braunfels,11398,50.516667,8.4
Germany,Breisach,14083,48.032791,7.582937
Germany,Bremen,546429,53.083333,8.8
Germany,Bremerhaven,119688,53.55,8.583333
Germany,Bremervörde,18983,53.483333,9.133333
Germany,Bretten,28774,49.039167,8.702778
Germany,Bretzfeld,12223,49.179444,9.438333
Germany,Brilon,27186,51.4,8.583333
Germany,Bruchköbel,20820,50.183333,8.916667
Germany,Bruchsal,43615,49.128056,8.583611
Germany,Bruckmühl,16178,47.883333,11.916667
Germany,Brüggen,16224,51.25,6.183333
Germany,Brühl,14344,49.397222,8.533611
Germany,Brühl,44588,50.833333,6.9
Germany,Brunsbüttel,13840,53.9,9.15
Germany,Brunswick,245259,52.266667,10.533333
Germany,Buchen,19276,49.523889,9.323056
Germany,Buchloe,11997,48.033333,10.733333
Germany,Bückeburg,21077,52.266667,9.05
Germany,Büdelsdorf,10060,54.316667,9.683333
Germany,Büdingen,22157,50.3,9.116667
Germany,Bühl,29434,48.7,8.15
Germany,Bünde,45389,52.2,8.583333
Germany,Burbach,14984,50.75,8.083333
Germany,Büren,22703,51.55,8.566667
Germany,Burg,28602,52.266667,11.85
Germany,Burgdorf,30288,52.45,10.016667
Germany,Burghausen,18376,48.166667,12.833333
Germany,Burgkirchen,10795,48.166667,12.733333
Germany,Burglengenfeld,12098,49.205556,12.041389
Germany,Burgstädt,12506,50.916667,12.816667
Germany,Burgthann,11615,49.35,11.3
Germany,Burladingen,13249,48.283333,9.116667
Germany,Burscheid,19579,51.1,7.116667
Germany,Bürstadt,15365,49.643611,8.46
Germany,Büttelborn,13326,49.903333,8.523333
Germany,Butzbach,25804,50.433333,8.683333
Germany,Bützow,8163,53.85,11.983333
Germany,Buxtehude,38236,53.45,9.7
Germany,Cadolzburg,10188,49.45,10.866667
Germany,Calbe,11666,51.9,11.766667
Germany,Calw,24220,48.716667,8.733333
Germany,Castrop-Rauxel,78587,51.55,7.316667
Germany,Celle,71106,52.616667,10.083333
Germany,Cham,17393,49.225556,12.663611
Germany,Chemnitz,246654,50.833333,12.916667
Germany,Clausthal-Zellerfeld,15082,51.8,10.333333
Germany,Cleves,49448,51.783333,6.15
Germany,Cloppenburg,31030,52.85,8.033333
Germany,Coburg,42413,50.25,10.966667
Germany,Coesfeld,36929,51.933333,7.15
Germany,Cologne,968823,50.933333,6.95
Germany,Coswig,21965,51.133333,13.583333
Germany,Coswig,8729,51.883333,12.45
Germany,Cottbus,115246,51.766667,14.333333
Germany,Crailsheim,32666,49.15,10.083333
Germany,Cremlingen,12811,52.25,10.65
Germany,Crimmitschau,22410,50.816667,12.383333
Germany,Cuxhaven,52873,53.883333,8.7
Germany,Dachau,39815,48.266667,11.433333
Germany,Damme,16236,52.516667,8.2
Germany,Dannenberg,8612,53.1,11.1
Germany,Darmstadt,139757,49.870556,8.649444
Germany,Dassel,11319,51.8,9.683333
Germany,Datteln,37130,51.666667,7.383333
Germany,Deggendorf,31146,48.833333,12.966667
Germany,Delbrück,30699,51.766667,8.566667
Germany,Delitzsch,25160,51.533333,12.35
Germany,Delmenhorst,75740,53.05,8.616667
Germany,Demmin,12263,53.9,13.033333
Germany,Denkendorf,10096,48.683333,9.316667
Germany,Denzlingen,13388,48.066667,7.883333
Germany,Dessau,76628,51.833333,12.25
Germany,Detmold,74853,51.933333,8.883333
Germany,Dettingen,9282,48.533333,9.35
Germany,Dieburg,15452,49.898889,8.844444
Germany,Diedorf,10348,48.35,10.766667
Germany,Diepholz,16874,52.6,8.366667
Germany,Dietzenbach,32975,50.016667,8.783333
Germany,Diez,11065,50.366667,8.016667
Germany,Dillenburg,24772,50.733333,8.283333
Germany,Dillingen,19013,48.566667,10.483333
Germany,Dillingen,21451,49.35,6.733333
Germany,Dingolfing,18733,48.633333,12.5
Germany,Dinkelsbühl,11581,49.066667,10.316667
Germany,Dinklage,12802,52.65,8.116667
Germany,Dinslaken,71632,51.566667,6.733333
Germany,Ditzingen,24255,48.833333,9.066667
Germany,Döbeln,21318,51.116667,13.116667
Germany,Donaueschingen,21699,47.95,8.5
Germany,Donauwörth,18550,48.7,10.8
Germany,Donzdorf,11038,48.683333,9.816667
Germany,Dorfen,13425,48.266667,12.15
Germany,Dormagen,64129,51.1,6.833333
Germany,Dornstadt,8374,48.466667,9.95
Germany,Dorsten,80180,51.666667,6.966667
Germany,Dortmund,594255,51.516667,7.45
Germany,Dörverden,9805,52.85,9.233333
Germany,Dossenheim,11794,49.450278,8.674722
Germany,Dreieich,41054,50,8.7
Germany,Drensteinfurt,15234,51.8,7.75
Germany,Dresden,480801,51.05,13.75
Germany,Drochtersen,12404,53.7,9.383333
Germany,Drolshagen,12438,51.016667,7.766667
Germany,Duderstadt,22842,51.516667,10.266667
Germany,Duisburg,505271,51.433333,6.75
Germany,Dülmen,47899,51.833333,7.3
Germany,Düren,92956,50.8,6.483333
Germany,Durmersheim,11742,48.933333,8.266667
Germany,Düsseldorf,577139,51.216667,6.766667
Germany,Eberbach,15526,49.469444,8.992778
Germany,Ebersbach,16143,48.716667,9.533333
Germany,Ebersbach,9056,51.016667,14.583333
Germany,Ebersberg,11082,48.083333,11.966667
Germany,Eberswalde,41384,52.833333,13.833333
Germany,Eching,13247,48.3,11.616667
Germany,Eckernförde,23184,54.466667,9.833333
