Country,AccentCity,Population,Latitude,Longitude
Netherlands,Hillegom,20955,52.29385,4.593843
Netherlands,Hilvarenbeek,15147,51.484585,5.132665
Netherlands,Hilversum,83864,52.231896,5.179877
Netherlands,Hoogeveen,53740,52.727704,6.489559
Netherlands,Hoorn,70379,52.649035,5.063112
Netherlands,Horst,28657,51.18875,5.710439
Netherlands,Houten,40766,52.033333,5.166667
Netherlands,Huizen,42669,52.303148,5.258999
Netherlands,Hulst,20158,51.281099,4.052964
Netherlands,IJsselstein,33489,52.024982,5.018862
Netherlands,Kampen,49303,52.558086,5.897808
Netherlands,Kapelle,12114,51.647731,3.963151
Netherlands,Katwijk,42231,52.189287,4.408883
Netherlands,Kerkrade,49327,50.867438,6.066076
Netherlands,Kesteren,22527,51.934719,5.579645
Netherlands,Kollumerland,13781,53.26265,6.080386
Netherlands,Krimpen,29799,51.895158,4.627858
Netherlands,Landsmeer,10338,52.431132,4.91894
Netherlands,Langedijk,26276,52.7,4.816667
Netherlands,Laren,11978,52.248702,5.230203
Netherlands,Leek,19931,53.162932,6.371627
Netherlands,Leerdam,21286,51.895588,5.09177
Netherlands,Leeuwarden,92494,53.20139,5.808588
Netherlands,Leiden,116928,52.176281,4.528154
Netherlands,Leiderdorp,28563,52.15638,4.537878
Netherlands,Lelystad,73426,52.51764,5.473989
Netherlands,Leusden,29843,52.115122,5.40549
Netherlands,Lichtenvoorde,19949,51.987502,6.56955
Netherlands,Liesveld,9842,51.931352,4.833465
Netherlands,Lisse,22059,52.253825,4.547463
Netherlands,Lochem,19863,52.160808,6.4151
Netherlands,Loon op Zand,23408,51.629225,5.072734
Netherlands,Lopik,13904,51.973659,4.947496
Netherlands,Losser,22618,52.260911,7.008838
Netherlands,Maarsen,39269,52.143509,5.044809
Netherlands,Maasbracht,13764,51.145124,5.889301
Netherlands,Maasbree,12887,51.358522,6.048165
Netherlands,Maassluis,32989,51.915011,4.273756
Netherlands,Maastricht,122383,50.85,5.683333
Netherlands,Margraten,13512,50.824097,5.817101
Netherlands,Meerssen,19932,50.883747,5.758779
Netherlands,Meppel,31049,52.7,6.2
Netherlands,Middelburg,47307,51.50036,3.612964
Netherlands,Middelharnis,17971,51.756017,4.163479
Netherlands,Mierlo,10309,51.442222,5.619696
Netherlands,Moerdijk,36518,51.701005,4.625543
Netherlands,Monster,20629,52.026383,4.173593
Netherlands,Montfoort,13385,52.048133,4.956201
Netherlands,Naaldwijk,28916,51.997897,4.220444
Netherlands,Naarden,17047,52.292164,5.149612
Netherlands,Nederweert,16284,51.285013,5.749804
Netherlands,Neede,11082,52.135118,6.611966
Netherlands,Neerijnen,11782,51.83442,5.278538
Netherlands,Nieuwegein,62806,52.014842,5.100406
Netherlands,Nieuwkoop,11010,52.150919,4.779827
Netherlands,Nijkerk,37845,52.221637,5.494962
Netherlands,Nijmegen,158707,51.833333,5.866667
Netherlands,Noordwijkerhout,14963,52.269556,4.488424
Netherlands,Noordwijk,23908,52.237915,4.474689
Netherlands,Nuenen,23755,51.466843,5.571992
Netherlands,Nunspeet,26785,52.384479,5.799894
Netherlands,Nuth,16257,50.917304,5.886024
Netherlands,Oirschot,18057,51.50343,5.308304
Netherlands,Oisterwijk,25544,51.583449,5.208564
Netherlands,Oldebroek,23333,52.445567,5.901554
Netherlands,Oldenzaal,31843,52.311841,6.929745
Netherlands,Ommen,17301,52.52023,6.426631
Netherlands,Oostburg,18437,51.328206,3.500821
Netherlands,Oosterhout,54110,51.65,4.883333
Netherlands,Ootmarsum,4748,52.409049,6.897143
Netherlands,Opmeer,11755,52.705864,4.937754
Netherlands,Oss,69965,51.766667,5.533333
Netherlands,Oud-Beijerland,23787,51.817051,4.417294
Netherlands,Oudewater,9755,52.025333,4.865822
Netherlands,Papendrecht,31379,51.837307,4.698733
Netherlands,Purmerend,80807,52.509624,4.963885
Netherlands,Putten,23832,52.260897,5.613074
Netherlands,Raalte,37298,52.383776,6.280611
Netherlands,Reeuwijk,12970,52.046969,4.73107
Netherlands,Renkum,32323,51.970509,5.732412
Netherlands,Rheden,45374,52.001632,6.022799
Netherlands,Rhenen,17957,51.963321,5.570359
Netherlands,Ridderkerk,45568,51.872419,4.612876
Netherlands,Rijnsburg,15297,52.198324,4.45467
Netherlands,Rijssen,36244,52.308315,6.519603
Netherlands,Rijswijk,48413,52.025498,4.310793
Netherlands,Roermond,46558,51.192695,5.988403
Netherlands,Roosendaal,81228,51.537721,4.492456
Netherlands,Rotterdam,603851,51.916667,4.5
Netherlands,Rozenburg,12960,52.283853,4.739689
Netherlands,Rucphen,22872,51.532362,4.558424
Netherlands,Sassenheim,15097,52.224359,4.522668
Netherlands,Schagen,17416,52.787325,4.806897
Netherlands,Scheemda,14363,53.17587,6.978039
Netherlands,Schiedam,76874,51.932178,4.39268
Netherlands,Schijndel,24324,51.622291,5.440344
Netherlands,Schinnen,13365,50.943293,5.892579
Netherlands,Schipluiden,1112,51.974596,4.319217
Netherlands,Schoonhoven,12471,51.948241,4.847943
Netherlands,Simpelveld,11276,50.834094,5.97529
Netherlands,Sint Anthonis,12007,51.627215,5.880679
Netherlands,Sint-Oedenrode,17119,51.568126,5.457817
Netherlands,Sliedrecht,23758,51.827601,4.773104
Netherlands,Slochteren,15317,53.218315,6.810277
Netherlands,Sneek,34562,53.032883,5.663313
Netherlands,Soest,45752,52.180667,5.302906
Netherlands,Someren,18786,51.385715,5.712161
Netherlands,Son en Breugel,15366,51.516667,5.5
Netherlands,Spijkenisse,78642,51.841105,4.315098
Netherlands,Stadskanaal,34316,53.00692,6.9225
Netherlands,Staphorst,15821,52.644273,6.210885
Netherlands,Steenbergen,23793,51.585542,4.322397
Netherlands,Steenwijk,42799,52.78565,6.137477
Netherlands,Stein,26602,50.968414,5.767249
Netherlands,Strijen,9190,51.744569,4.55104
Netherlands,Susteren,13006,51.062965,5.851675
Netherlands,Terneuzen,34771,51.331784,3.840803
Netherlands,The Hague,476587,52.083333,4.3
Netherlands,Tholen,24399,51.538943,4.217106
Netherlands,Tiel,43643,51.889251,5.442649
Netherlands,Tilburg,206858,51.576922,5.106331
Netherlands,Tubbergen,20542,52.405786,6.786368
Netherlands,Tynaarlo,32389,53.078792,6.618141
Netherlands,Uden,41221,51.663777,5.62398
Netherlands,Uitgeest,12293,52.531713,4.705922
Netherlands,Uithoorn,27154,52.246485,4.849644
Netherlands,Urk,17887,52.661259,5.594415
Netherlands,Utrecht,267044,52.093813,5.119095
Netherlands,Vaals,10679,50.769835,5.994864
Netherlands,Valkenburg,17778,50.864835,5.827774
Netherlands,Valkenswaard,31158,51.352662,5.456101
Netherlands,Veendam,28099,53.114857,6.896614
Netherlands,Veenendaal,63119,52.024371,5.559791
Netherlands,Veere,21939,51.548193,3.668182
Netherlands,Veghel,37273,51.618548,5.550439
Netherlands,Veldhoven,43615,51.416667,5.416667
Netherlands,Velsen,68513,52.460671,4.648334
Netherlands,Venlo,91783,51.370837,6.175101
Netherlands,Venray,40518,51.524517,5.975006
Netherlands,Vianen,20029,51.987057,5.095258
Netherlands,Vlaardingen,74210,51.921038,4.321877
Netherlands,Vlagtwedde,17047,53.027478,7.115137
Netherlands,Vlissingen,45816,51.449399,3.572279
Netherlands,Vlist,9874,51.983806,4.815229
Netherlands,Voerendaal,13132,50.879763,5.934949
Netherlands,Voorhout,16650,52.222592,4.482752
Netherlands,Voorschoten,22271,52.13098,4.465828
Netherlands,Voorst,24046,51.875462,6.41863
Netherlands,Vriezenveen,33809,52.41012,6.623554
Netherlands,Vught,26082,51.655197,5.294188
Netherlands,Waalre,16596,51.390482,5.43095
Netherlands,Waalwijk,46197,51.685764,5.072072
Netherlands,Wageningen,35080,51.973279,5.667556
Netherlands,Wassenaar,25317,52.110844,4.355982
Netherlands,Wateringen,17050,52.023061,4.274782
Netherlands,Weert,49614,51.250562,5.717901
Netherlands,Weesp,17833,52.30773,5.039749
Netherlands,Werkendam,26986,51.809796,4.89371
Netherlands,Westervoort,16208,51.963667,5.971273
Netherlands,Wierden,23783,52.362795,6.590944
Netherlands,Wijchen,40392,51.816174,5.749562
Netherlands,Winschoten,18703,53.144032,7.03518
Netherlands,Winsum,14355,53.32724,6.530143
Netherlands,Winterswijk,29098,51.971776,6.719631
Netherlands,Wisch,19389,51.933333,6.316667
Netherlands,Woensdrecht,22318,51.42964,4.302153
Netherlands,Woerden,48653,52.092526,4.905165
Netherlands,Woudenberg,11182,52.08016,5.420615
Netherlands,Woudrichem,14762,51.811967,4.99719
Netherlands,Zaanstad,141800,52.45,4.833333
Netherlands,Zaltbommel,26178,51.806782,5.243605
Netherlands,Zandvoort,17893,52.371424,4.527049
Netherlands,Zeewolde,22932,52.330224,5.536412
Netherlands,Zeist,60233,52.094411,5.241944
Netherlands,Zelhem,11039,52.006954,6.348991
Netherlands,Zevenaar,25576,51.925387,6.095747
Netherlands,Zijpe,11334,51.65,4.1
Netherlands,Zoetermeer,114144,52.027803,4.512315
Netherlands,Zuidhorn,18338,53.25101,6.408798
Netherlands,Zundert,20656,51.469444,4.658109
Netherlands,Zutphen,38399,52.140449,6.204791
Netherlands,Zwijndrecht,41148,51.816684,4.61763
Netherlands,Zwolle,114924,52.505751,6.085822
Norway,Å,1145,63.966667,10.216667
Norway,Å,1145,63.966667,10.2
Norway,Ådalsbruk,541,60.783333,11.3
Norway,Ågotnes,1431,60.406111,5.018889
Norway,Ål,2291,60.633333,8.566667
Norway,Alnes,203,62.483333,5.966667
Norway,Alsvåg,335,68.9,15.283333
Norway,Alta,12101,69.966667,23.241667
Norway,Alvdal,697,62.116667,10.65
Norway,Ålvik,584,60.416667,6.366667
Norway,Åmli,561,58.45,8.333333
Norway,Åmot,603,59.583333,8
Norway,Andenes,2789,69.320278,16.142778
Norway,Andselv,700,69.066667,18.566667
Norway,Åneby,1354,60.083333,10.866667
Norway,Årås,602,60.778056,4.933056
Norway,Årdalstangen,1495,61.233333,7.716667
Norway,Årnes,3113,60.15,11.466667
Norway,Åros,1123,59.703056,10.513611
Norway,Årøysund,2102,59.180556,10.455
Norway,Årset,467,62.7,7.583333
Norway,Ås,7891,59.666667,10.8
Norway,Åsen,447,63.583333,11
Norway,Åsgårdstrand,2932,59.348889,10.4675
Norway,Ask,1084,60.083333,11.033333
Norway,Askim,12488,59.583333,11.166667
Norway,Askøy,17352,60.4,5.183333
Norway,Aukra,712,62.783333,6.9
Norway,Aurdal,703,60.933333,9.4
Norway,Austnes,397,62.633333,6.266667
Norway,Bagn,606,60.816667,9.566667
Norway,Balestrand,799,61.2,6.533333
Norway,Ballangen,1001,68.335278,16.821111
Norway,Ballstad,763,68.066667,13.55
Norway,Bangsund,885,64.4,11.4
Norway,Barkåker,1218,59.316667,10.383333
Norway,Batnfjordsøra,339,62.883333,7.7
Norway,Båtsfjord,2216,70.632222,29.699722
Norway,Beisfjord,626,68.368056,17.588889
Norway,Bekkjarvik,371,60.002778,5.200278
Norway,Berg,469,65.366667,12.2
Norway,Bergen,214154,60.391111,5.324722
Norway,Berger,1134,59.545,10.371389
Norway,Berkåk,905,62.833333,10
Norway,Berlevåg,1087,70.85,29.1
Norway,Birkeland,2209,58.333333,8.233333
Norway,Bjerka,449,66.15,13.883333
Norway,Bjerkvik,1207,68.559722,17.518889
Norway,Bjørkelangen,2360,59.883333,11.566667
Norway,Bjørnevatn,2343,69.667222,29.984722
Norway,Bjørnli,288,63.133333,9.683333
Norway,Blakstad,1944,59.819167,10.474722
Norway,Bleik,481,69.283056,15.998333
Norway,Bø,718,68.366667,16.9
Norway,Bö,2478,59.15,8.816667
Norway,Bodø,33811,67.283333,14.383333
Norway,Bogen,388,68.533333,17
Norway,Borgen,583,60.083333,11.216667
Norway,Borkenes,1458,68.783333,16.183333
Norway,Botngard,1146,63.766667,9.816667
Norway,Brandal,308,62.4,6
Norway,Brandsøy,474,61.616667,5.133333
Norway,Braskereidfoss,267,60.716667,11.783333
Norway,Brattvåg,2192,62.6,6.45
Norway,Brekstad,1879,63.683333,9.683333
Norway,Bremsnes,417,63.1,7.666667
Norway,Brønnøysund,4352,65.466667,12.216667
Norway,Brumunddal,8385,60.883333,10.933333
Norway,Brusand,399,58.533333,5.766667
Norway,Bryggja,386,61.933333,5.383333
Norway,Bud,779,62.916667,6.916667
Norway,Byglandsfjord,328,58.683333,7.8
Norway,Bykle,226,59.35,7.333333
Norway,Byrknes,291,60.9,4.833333
Norway,Dale,1242,60.283333,5.7
Norway,Dale,784,61.783333,9.5
Norway,Dale,961,61.233333,6.1
Norway,Dalen,810,59.45,8.35
Norway,Dimmelsvik,223,59.95,5.983333
Norway,Disenå,280,60.2,11.65
Norway,Dokka,2868,60.833333,10.083333
Norway,Dombås,1195,62.083333,9.133333
Norway,Dovre,459,61.983333,9.25
Norway,Drammen,90692,59.7425,10.211667
Norway,Drøbak,11261,59.663333,10.631111
Norway,Egersund,9547,58.45,6
Norway,Eggkleiva,235,63.283333,10.05
Norway,Eidfjord,575,60.466667,7.083333
Norway,Eidsvåg,886,62.781944,8.071111
Norway,Eidsvoll,3432,60.316667,11.233333
Norway,Eikeland,406,58.8,9.1
Norway,Eikelandsosen,422,60.239444,5.753889
Norway,Eina,652,60.633333,10.6
Norway,Elverum,12585,60.883333,11.566667
Norway,Ersfjordbotn,301,69.691944,18.618333
Norway,Espeland,1782,60.383333,5.466667
Norway,Etne,973,59.666667,5.933333
Norway,Evenskjær,641,68.583333,16.566667
Norway,Fagernes,1813,60.983333,9.25
Norway,Fagerstrand,2018,59.734722,10.593056
Norway,Farsund,3088,58.083333,6.8
Norway,Fauske,5974,67.25,15.4
Norway,Feda,407,58.266667,6.833333
Norway,Fedje,480,60.781111,4.713056
Norway,Fetsund,6480,59.933333,11.166667
Norway,Fevik,5070,58.383333,8.7
Norway,Fillan,532,63.6,8.983333
Norway,Finnsnes,3942,69.233333,17.983333
Norway,Fitjar,1321,59.9175,5.322778
Norway,Fjelldal,327,68.55,16.55
Norway,Fjellsrud,427,59.883333,11.216667
Norway,Fjellstrand,825,59.795278,10.610556
Norway,Flateby,3186,59.833333,11.166667
Norway,Flekkefjord,5707,58.283333,6.683333
Norway,Flesland,303,60.293889,5.215278
Norway,Florø,8169,61.6,5
Norway,Folkestad,430,59.433333,9.066667
Norway,Follafoss,484,63.983333,11.1
Norway,Folldal,564,62.133333,10.05
Norway,Follebu,926,61.233333,10.283333
Norway,Førde,375,59.608889,5.466111
Norway,Forset,653,61.2,10.15
Norway,Fosby,324,59.216667,11.7
Norway,Fosser,569,59.816667,11.483333
Norway,Fotlandsvåg,248,60.6,5.5
Norway,Frekhaug,1633,60.517222,5.246111
Norway,Frogner,1142,60.016667,11.1
Norway,Fuglevik,470,59.385,10.655
Norway,Furuflaten,227,69.45,20.15
Norway,Fyresdal,354,59.183333,8.1
Norway,Geilo,2289,60.516667,8.2
Norway,Gibostad,384,69.35,18.066667
Norway,Gilja,254,58.8,6.266667
Norway,Gjerstad,353,58.866667,9
Norway,Gjølme,473,63.316667,9.816667
Norway,Gjøvik,17733,60.8,10.7
Norway,Gjusvik,1635,58.2,8.033333
Norway,Gladstad,302,65.683333,11.966667
Norway,Glomfjord,1196,66.8,13.933333
Norway,Gol,2521,60.7,8.95
Norway,Granvin,469,60.55,6.716667
Norway,Gravdal,1628,68.121389,13.503056
Norway,Grimstad,9581,58.340556,8.588611
Norway,Grinder,231,60.383333,12.05
Norway,Grøa,500,62.65,8.716667
Norway,Grødås,386,61.966667,6.533333
Norway,Grong,1073,64.45,12.333333
Norway,Grov,282,68.680833,17.125556
Norway,Grua,1491,60.266667,10.666667
Norway,Gryllefjord,459,69.366667,17.016667
Norway,Gullhaug,1948,59.5,10.25
Norway,Gvarv,891,59.383333,9.15
Norway,Haddal,314,62.283333,5.883333
Norway,Haga,910,60.387778,5.770556
Norway,Hagavik,1375,60.183333,5.433333
Norway,Håkvik,545,68.4,17.316667
Norway,Halden,22029,59.15,11.383333
Norway,Hallingby,740,60.266667,10.2
Norway,Hammarsland,409,60.2525,5.073333
Norway,Hammerfest,6730,70.661667,23.688333
Norway,Hamnås,207,59.616667,11.416667
Norway,Hansnes,330,69.966667,19.6
Norway,Hardbakke,234,61.083333,4.85
Norway,Hareid,3617,62.366667,6.033333
Norway,Harpefoss,453,61.583333,9.85
Norway,Harstad,19574,68.8025,16.545556
Norway,Hasvik,392,70.483333,22.15
Norway,Hauge,322,59.1,10.883333
Norway,Hauge,2146,58.35,6.283333
Norway,Haugland,438,60.283333,5.466667
Norway,Hauknes,1860,66.283333,14.066667
Norway,Havøysund,1149,71.000556,24.696111
Norway,Hegra,637,63.466667,11.116667
Norway,Heiås,661,59.7,11.3
Norway,Hell,1003,63.433333,10.9
Norway,Hellvik,649,58.483333,5.9
Norway,Hemnesberget,1240,66.233333,13.633333
Norway,Hemnes,611,59.716667,11.466667
Norway,Hemsedal,659,60.866667,8.566667
Norway,Henningsvær,407,68.15,14.216667
Norway,Heradsbygd,466,60.816667,11.633333
Norway,Herøysund,391,59.917222,5.789444
Norway,Herre,1347,59.1,9.566667
Norway,Hestvika,235,63.566667,9.183333
Norway,Hillestad,344,59.583333,9.666667
Norway,Hjelset,1008,62.783333,7.483333
Norway,Hjukse,376,59.516667,9.316667
Norway,Hof,818,60.55,12.016667
Norway,Høle,301,58.883333,6
Norway,Hølen,388,59.539722,10.739722
Norway,Holevik,341,61.928889,5.079722
Norway,Høllen,462,58.083333,7.816667
Norway,Holme,643,59.651389,5.161389
Norway,Holmestrand,6076,59.488333,10.302778
Norway,Holmsbu,345,59.561389,10.4275
Norway,Hommelvik,4013,63.416667,10.8
Norway,Hommersåk,5796,58.931667,5.851111
Norway,Hønefoss,13826,60.166667,10.3
Norway,Honningsvåg,2561,70.983333,25.983333
Norway,Horten,17876,59.413611,10.466944
Norway,Hovden,293,59.533333,7.35
Norway,Hov,2150,60.7,10.35
Norway,Hovin,592,63.116667,10.25
Norway,Høyanger,2293,61.216667,6.083333
Norway,Hundorp,601,61.55,9.9
Norway,Hvittingfoss,1026,59.483333,10.016667
Norway,Hyggen,394,59.716667,10.355278
Norway,Hylkje,1801,60.510278,5.354444
Norway,Hylla,353,63.833333,11.383333
Norway,Ibestad,464,68.8,17.133333
Norway,Ikornnes,817,62.383333,6.566667
Norway,Indre Arna,6202,60.424722,5.476389
Norway,Inndyr,662,67.033333,14.033333
Norway,Innvik,363,61.85,6.616667
Norway,Ise,717,59.3,11.233333
Norway,Jessheim,12245,60.15,11.183333
Norway,Jevnaker,4347,60.25,10.466667
Norway,Jørpeland,5539,59.016667,6.05
Norway,Judaberg,555,59.183333,5.85
Norway,Kabelvåg,1654,68.211389,14.481667
Norway,Kalvåg,369,61.766667,4.883333
Norway,Karasjok,1928,69.45,25.5
Norway,Karlshus,1780,59.35,10.866667
Norway,Kasfjord,281,68.834167,16.355
Norway,Kaupanger,874,61.183333,7.233333
Norway,Kautokeino,1349,68.983333,23.133333
Norway,Kiberg,262,70.283333,31
Norway,Kil,936,58.866667,9.316667
Norway,Kirkenær,1220,60.466667,12.05
Norway,Kirkenes,3314,69.725,30.051667
Norway,Kjellmyra,414,60.65,12.033333
Norway,Kjøllefjord,1014,70.933333,27.35
Norway,Kjøpsvik,964,68.1025,16.350556
Norway,Klæbu,2992,64.083333,11.733333
Norway,Kleive,516,62.816667,7.666667
Norway,Klofta,6036,60.066667,11.15
Norway,Klokkarvik,658,60.2225,5.155556
Norway,Knappskog,1091,60.381944,5.055833
Norway,Knarvik,4288,60.542222,5.288333
Norway,Kolvereid,1499,64.85,11.6
Norway,Kongsberg,17849,59.65,9.65
Norway,Kongsvinger,11147,60.2,12
Norway,Kopervik,6465,59.283333,5.3
Norway,Koppang,1166,61.566667,11.066667
Norway,Kopperå,210,63.4,11.85
Norway,Korgen,877,66.083333,13.833333
Norway,Korsvegen,495,63.166667,10.1
Norway,Kragerø,5266,58.866667,9.416667
Norway,Kristiansand,63784,58.166667,8
Norway,Kristiansund,16904,63.116667,7.75
Norway,Krøderen,532,60.15,9.816667
Norway,Krokeidet,415,60.226389,5.301389
Norway,Kvål,463,63.233333,10.3
Norway,Kvalsvik,261,62.366667,5.566667
Norway,Kvalvåg,258,63.066667,7.883333
Norway,Kvam,863,61.666667,9.7
Norway,Kvelde,864,59.183333,9.983333
Norway,Kviteseid,644,59.4,8.5
Norway,Kvithammer,235,63.483333,10.883333
Norway,Kylstad,294,60.866667,11.05
Norway,Kyrkjebø,254,61.166667,5.916667
Norway,Kyrksæterøra,2497,63.283333,9.1
Norway,Lærdalsøyri,1117,61.1,7.483333
Norway,Lakselv,2167,70.05,24.933333
Norway,Lalm,294,61.816667,9.266667
Norway,Langangen,507,59.1,9.8
Norway,Langevåg,726,59.600833,5.215278
Norway,Langset,325,60.4,11.25
Norway,Larkollen,1380,59.333889,10.665556
Norway,Larsnes,519,62.216667,5.6
Norway,Larvik,23222,59.066667,10
Norway,Lauvsnes,441,64.5,10.916667
Norway,Leira,792,60.966667,9.3
Norway,Leirvik,10991,59.78,5.499444
Norway,Leland,563,66.066667,12.95
Norway,Lena,1122,60.666667,10.8
Norway,Ler,459,63.2,10.333333
Norway,Lervik,2284,59.266667,10.75
Norway,Levanger,8304,63.75,11.3
Norway,Lia,258,61.65,9.65
Norway,Liland,304,68.475833,16.882778
Norway,Li,342,60.305278,5.128333
Norway,Lillehammer,19223,61.133333,10.5
Norway,Lillesand,5992,58.252222,8.378333
Norway,Lindås,1070,60.738056,5.16
Norway,Lindeberg,550,60.033333,11.133333
Norway,Lødingen,1845,68.407222,15.991944
Norway,Løding,2880,67.3,14.75
Norway,Lofthus,564,60.333333,6.666667
Norway,Løken,941,59.8,11.483333
Norway,Løkken Verk,916,63.133333,9.7
Norway,Lonevåg,523,60.533333,5.5
Norway,Løpsmarka,2302,67.316667,14.45
Norway,Lørenfallet,944,60.016667,11.216667
Norway,Løten,2480,60.816667,11.316667
Norway,Lovund,356,66.366667,12.383333
Norway,Lundamo,1102,63.133333,10.3
Norway,Lyngdal,3719,58.133333,7.083333
Norway,Lyngseidet,840,69.583333,20.216667
Norway,Lysøysund,310,63.883333,9.866667
Norway,Magnor,1006,59.95,12.2
Norway,Malm,1234,64.066667,11.216667
Norway,Måløy,3070,61.938333,5.113333
Norway,Mandal,10233,58.033333,7.45
Norway,Manger,820,60.641667,5.039167
Norway,Maura,2460,60.25,11.016667
Norway,Mehamn,733,71.033333,27.85
Norway,Melbu,2143,68.504444,14.829722
Norway,Melhus,4602,63.283333,10.266667
Norway,Melsomvik,1549,59.223889,10.344722
Norway,Midsund,438,62.683333,6.683333
Norway,Miland,400,59.916667,8.75
Norway,Minnesund,485,60.383333,11.233333
Norway,Misje,227,60.451389,4.965833
Norway,Misvær,242,67.116667,15
Norway,Moelv,4113,60.933333,10.7
Norway,Moen,857,69.118333,17.800556
Norway,Moi,1705,58.466667,6.533333
Norway,Mo i Rana,17926,66.316667,14.166667
Norway,Molde,18603,62.733333,7.183333
Norway,Mo,409,60.416667,12.033333
Norway,Mosjøen,9620,65.833333,13.2
Norway,Mosterhamn,1156,59.7,5.383333
Norway,Movik,363,69.716667,19.1
Norway,Muruvik,341,63.433333,10.85
Norway,Myklebost,276,62.5,6.3
Norway,Myra,549,58.75,8.866667
Norway,Myre,2004,69.103611,15.949167
Norway,Mysen,5502,59.55,11.333333
Norway,Nærbø,4952,58.666667,5.65
Norway,Nakkerud,353,60.05,10.05
Norway,Namsos,8946,64.483333,11.5
Norway,Narvik,14178,68.435556,17.437222
Norway,Naustdal,1055,61.516667,5.716667
Norway,Nedstrand,233,59.35,5.85
Norway,Nerland,219,62.7,8
Norway,Nesbyen,2067,60.566667,9.1
Norway,Nesjestranda,331,62.7,7.45
Norway,Nesna,1194,66.2,13.033333
Norway,Nesoddtangen,10940,59.866667,10.65
Norway,Nodeland,1815,58.15,7.85
Norway,Nordfjordeid,2535,61.9,6
Norway,Nordkisa,900,60.183333,11.266667
Norway,Nordkjosbotn,391,69.216667,19.566667
Norway,Nordvågen,445,70.983333,26.033333
Norway,Nordvik,364,60.232778,5.366667
Norway,Noresund,367,60.166667,9.616667
Norway,Norheimsund,2121,60.366667,6.133333
Norway,Notodden,8306,59.566667,9.283333
Norway,Nybergsund,329,61.25,12.316667
Norway,Nykirke,663,59.421944,10.380833
Norway,Odda,5515,60.066667,6.55
Norway,Ogna,324,58.516667,5.8
Norway,Øksfjord,527,70.239167,22.371389
Norway,Olden,545,63.866667,9.933333
Norway,Olderdalen,317,69.616667,20.533333
Norway,Ølen,905,59.603611,5.8075
Norway,Oltedal,719,58.833333,6.033333
Norway,Oppdal,3786,62.6,9.666667
Norway,Opphaug,358,63.733333,9.7
Norway,Ørje,1744,59.483333,11.65
Norway,Ørnes,1549,66.866667,13.7
Norway,Ørsta,6425,62.2,6.15
Norway,Oslo,808690,59.916667,10.75
Norway,Os,662,62.5,11.2
Norway,Os,16055,60.183944,5.475833
Norway,Østhusvik,298,59.1,5.783333
Norway,Otnes,311,62.033333,5.483333
Norway,Otta,1623,61.766667,9.533333
Norway,Ottersbo,339,63.7,9.75
Norway,Øvre Årdal,3439,61.316667,7.8
Norway,Øyslebø,380,58.166667,7.55
Norway,Øystese,1636,60.383333,6.216667
Norway,Pollestad,467,58.716667,5.583333
Norway,Prestfoss,486,60.033333,9.633333
Norway,Rafsbotn,364,70.016667,23.533333
Norway,Rakkestad,3813,59.433333,11.35
Norway,Ramsund,306,68.483333,16.533333
Norway,Ranemsletta,299,64.5,11.95
Norway,Raudeberg,707,61.980556,5.133611
Norway,Raufoss,6071,60.716667,10.616667
Norway,Rausand,305,62.834722,8.122222
Norway,Reine,356,67.933333,13.1
Norway,Reinsvoll,1157,60.683333,10.616667
Norway,Reipå,307,66.9,13.65
Norway,Rena,2051,61.133333,11.366667
Norway,Rensvik,2139,63.1,7.816667
Norway,Rindal,658,63.05,9.216667
Norway,Ringebu,1332,61.516667,10.166667
Norway,Risør,4450,58.716667,9.233333
Norway,Risøyhamn,208,68.966667,15.633333
Norway,Rjukan,3576,59.866667,8.566667
Norway,Roald,678,62.583333,6.133333
Norway,Rød,345,59.066667,10.95
Norway,Rognan,2492,67.1,15.383333
Norway,Rokland,498,66.983333,15.316667
Norway,Røra,493,63.866667,11.4
Norway,Røros,3499,62.583333,11.4
Norway,Rørvik,2621,64.85,11.233333
Norway,Rosendal,965,59.983333,6.016667
Norway,Røsvik,216,67.483333,15.466667
Norway,Rotnes,4766,60.05,10.883333
Norway,Roverud,882,60.25,12.05
Norway,Røyken,2902,59.7475,10.393611
Norway,Røyrvik,247,64.883333,13.55
Norway,Rubbestadneset,1132,59.814722,5.268056
Norway,Rypefjord,1741,70.633333,23.666667
Norway,Sæbøvik,832,59.7975,5.714722
Norway,Sætre,3037,59.681667,10.524722
Norway,Sagvåg,3308,59.778611,5.396111
Norway,Sandane,2137,61.766667,6.216667
Norway,Sandeid,570,59.55,5.833333
Norway,Sander,319,60.216667,11.816667
Norway,Sande,533,61.333333,5.8
Norway,Sande,1335,59.6,10.2
Norway,Sandnes,383,68.583333,14.883333
Norway,Sandnessjøen,5708,66.016667,12.633333
Norway,Sand,977,60.383333,11.55
Norway,Sandve,323,59.183333,5.2
Norway,Sauda,4313,59.65,6.333333
Norway,Segalstad,899,61.233333,10.233333
Norway,Selbekken,361,63.5,9.833333
Norway,Selje,714,62.049167,5.348056
Norway,Seljord,1187,59.483333,8.616667
Norway,Selvik,1866,59.568889,10.258333
Norway,Sem,1852,59.283333,10.333333
Norway,Setermoen,2358,68.866667,18.366667
Norway,Sigerfjord,771,68.646111,15.538333
Norway,Siljan,966,59.3,9.7
Norway,Sira,600,58.416667,6.633333
Norway,Sirevåg,398,58.5,5.783333
Norway,Sistranda,678,63.716667,8.833333
